timestamp,ambient_temp_C,light_lux,cap_control_pF,cap_underwater_pF,cap_overwater_pF,cap_nutrient_pF
2026-08-02 23:30:00,20.07,0.0,13.537,9.192,16.246,12.089
2026-08-02 23:45:00,20.02,0.0,13.632,9.209,15.447,12.018
2026-08-03 00:00:00,20.0,0.0,13.577,8.914,16.92,11.977
2026-08-03 00:15:00,20.02,0.0,13.463,8.941,16.19,11.997
2026-08-03 00:30:00,20.07,0.0,13.586,9.028,15.753,11.925
2026-08-03 00:45:00,20.15,0.0,13.618,9.047,14.577,12.042
2026-08-03 01:00:00,20.27,0.0,13.538,9.104,16.59,12.066
2026-08-03 01:15:00,20.42,0.0,13.649,9.29,17.877,11.996
2026-08-03 01:30:00,20.61,0.0,13.674,9.058,17.832,12.006
2026-08-03 01:45:00,20.83,0.0,13.617,9.02,16.389,12.064
2026-08-03 02:00:00,21.07,0.0,13.782,8.991,16.331,12.037
2026-08-03 02:15:00,21.35,0.0,13.848,9.116,17.131,12.077
2026-08-03 02:30:00,21.65,0.0,13.944,9.252,16.159,12.226
2026-08-03 02:45:00,21.99,0.0,14.002,9.528,17.129,12.106
2026-08-03 03:00:00,22.34,0.0,13.872,9.312,17.518,12.122
2026-08-03 03:15:00,22.73,0.0,13.976,9.466,17.909,12.129
2026-08-03 03:30:00,23.13,0.0,14.165,9.507,17.053,12.238
2026-08-03 03:45:00,23.56,0.0,14.241,9.726,17.057,12.209
2026-08-03 04:00:00,24.0,0.0,14.321,9.963,16.665,12.209
2026-08-03 04:15:00,24.46,0.0,14.671,9.676,16.784,12.356
2026-08-03 04:30:00,24.94,0.0,14.495,9.764,17.29,12.392
2026-08-03 04:45:00,25.43,0.0,14.628,10.034,17.794,12.302
2026-08-03 05:00:00,25.93,0.0,14.704,10.077,18.267,12.258
2026-08-03 05:15:00,26.44,0.0,14.771,10.306,17.157,12.462
2026-08-03 05:30:00,26.96,0.0,14.787,10.244,18.857,12.393
2026-08-03 05:45:00,27.48,0.0,14.967,10.222,17.716,12.514
2026-08-03 06:00:00,28.0,0.0,14.938,10.427,17.985,12.382
2026-08-03 06:15:00,28.52,3924.2,15.232,10.737,17.728,12.641
2026-08-03 06:30:00,29.04,7831.6,15.462,10.95,16.804,12.603
2026-08-03 06:45:00,29.56,11705.4,15.756,11.157,19.368,12.806
2026-08-03 07:00:00,30.07,15529.1,16.179,11.466,19.51,12.849
2026-08-03 07:15:00,30.57,19286.4,16.085,11.716,19.037,12.875
2026-08-03 07:30:00,31.06,22961.0,16.524,11.974,19.516,12.99
2026-08-03 07:45:00,31.54,26537.3,16.569,12.112,20.06,13.136
2026-08-03 08:00:00,32.0,30000.0,16.882,12.232,18.826,13.178
2026-08-03 08:15:00,32.44,33334.2,17.221,12.48,19.763,13.282
2026-08-03 08:30:00,32.87,36525.7,17.343,12.809,20.894,13.437
2026-08-03 08:45:00,33.27,39560.7,17.446,12.757,19.654,13.292
2026-08-03 09:00:00,33.66,42426.4,17.658,13.08,20.921,13.547
2026-08-03 09:15:00,34.01,45110.4,17.941,13.157,19.937,13.517
2026-08-03 09:30:00,34.35,47601.2,17.988,13.364,21.373,13.512
2026-08-03 09:45:00,34.65,49888.2,18.21,13.658,21.168,13.538
2026-08-03 10:00:00,34.93,51961.5,18.329,13.657,20.195,13.653
2026-08-03 10:15:00,35.17,53812.4,18.392,13.755,22.259,13.761
2026-08-03 10:30:00,35.39,55432.8,18.719,13.687,21.033,13.734
2026-08-03 10:45:00,35.58,56815.8,18.687,14.025,21.069,13.863
2026-08-03 11:00:00,35.73,57955.5,18.547,14.083,21.85,13.711
2026-08-03 11:15:00,35.85,58847.1,18.781,14.319,22.57,13.817
2026-08-03 11:30:00,35.93,59486.7,18.754,14.061,21.096,13.757
2026-08-03 11:45:00,35.98,59871.5,18.9,14.146,21.875,13.863
2026-08-03 12:00:00,36.0,60000.0,18.777,14.155,22.14,13.897
2026-08-03 12:15:00,35.98,59871.5,18.823,14.303,22.317,13.816
2026-08-03 12:30:00,35.93,59486.7,18.848,14.074,21.931,13.676
2026-08-03 12:45:00,35.85,58847.1,18.835,14.075,21.509,13.83
2026-08-03 13:00:00,35.73,57955.5,18.613,14.055,21.13,13.824
2026-08-03 13:15:00,35.58,56815.8,18.609,13.928,21.697,13.797
2026-08-03 13:30:00,35.39,55432.8,18.51,13.761,20.797,13.816
2026-08-03 13:45:00,35.17,53812.4,18.392,13.731,19.399,13.641
2026-08-03 14:00:00,34.93,51961.5,18.467,13.715,21.631,13.705
2026-08-03 14:15:00,34.65,49888.2,18.225,13.327,21.826,13.689
2026-08-03 14:30:00,34.35,47601.2,17.946,13.317,19.392,13.46
2026-08-03 14:45:00,34.01,45110.4,17.96,13.055,20.18,13.53
2026-08-03 15:00:00,33.66,42426.4,17.885,13.108,21.149,13.42
2026-08-03 15:15:00,33.27,39560.7,17.614,12.595,21.972,13.381
2026-08-03 15:30:00,32.87,36525.7,17.216,12.513,20.352,13.339
2026-08-03 15:45:00,32.44,33334.2,17.095,12.419,19.624,13.217
2026-08-03 16:00:00,32.0,30000.0,17.021,12.345,19.792,13.131
2026-08-03 16:15:00,31.54,26537.3,16.642,11.924,20.661,13.096
2026-08-03 16:30:00,31.06,22961.0,16.505,11.634,19.017,12.949
2026-08-03 16:45:00,30.57,19286.4,16.296,11.688,18.675,12.867
2026-08-03 17:00:00,30.07,15529.1,15.92,11.045,18.656,12.889
2026-08-03 17:15:00,29.56,11705.4,15.744,10.707,18.082,12.693
2026-08-03 17:30:00,29.04,7831.6,15.242,10.773,18.587,12.715
2026-08-03 17:45:00,28.52,3924.2,15.169,10.407,19.388,12.616
2026-08-03 18:00:00,28.0,0.0,14.98,10.091,18.226,12.396
2026-08-03 18:15:00,27.48,0.0,14.806,10.201,17.729,12.426
2026-08-03 18:30:00,26.96,0.0,14.943,10.048,17.608,12.506
2026-08-03 18:45:00,26.44,0.0,14.605,9.856,16.625,12.343
2026-08-03 19:00:00,25.93,0.0,14.592,9.675,18.245,12.342
2026-08-03 19:15:00,25.43,0.0,14.548,9.84,17.483,12.366
2026-08-03 19:30:00,24.94,0.0,14.564,9.722,17.323,12.354
2026-08-03 19:45:00,24.46,0.0,14.248,9.543,19.598,12.262
2026-08-03 20:00:00,24.0,0.0,14.373,9.691,17.489,12.212
2026-08-03 20:15:00,23.56,0.0,14.201,9.258,16.674,12.305
2026-08-03 20:30:00,23.13,0.0,14.045,9.124,16.825,12.298
2026-08-03 20:45:00,22.73,0.0,14.088,9.148,17.854,12.226
2026-08-03 21:00:00,22.34,0.0,13.998,9.154,17.061,12.149
2026-08-03 21:15:00,21.99,0.0,13.869,9.121,15.911,12.073
2026-08-03 21:30:00,21.65,0.0,13.863,9.0,17.501,12.05
2026-08-03 21:45:00,21.35,0.0,13.772,9.013,16.335,12.112
2026-08-03 22:00:00,21.07,0.0,13.762,8.768,18.064,12.089
2026-08-03 22:15:00,20.83,0.0,13.761,9.044,17.465,12.132
2026-08-03 22:30:00,20.61,0.0,13.796,8.819,16.356,12.073
2026-08-03 22:45:00,20.42,0.0,13.537,8.927,17.533,11.933
2026-08-03 23:00:00,20.27,0.0,13.78,8.804,16.657,12.076
2026-08-03 23:15:00,20.15,0.0,13.432,8.793,17.185,11.946
2026-08-03 23:30:00,20.07,0.0,13.56,8.788,16.912,11.977
2026-08-03 23:45:00,20.02,0.0,13.61,8.761,15.971,12.012
2026-08-04 00:00:00,20.0,0.0,13.582,8.779,16.11,12.116
2026-08-04 00:15:00,20.02,0.0,13.513,8.861,17.284,12.184
2026-08-04 00:30:00,20.07,0.0,13.556,8.732,16.338,12.037
2026-08-04 00:45:00,20.15,0.0,13.548,8.805,16.305,11.995
2026-08-04 01:00:00,20.27,0.0,13.562,8.728,15.94,12.045
2026-08-04 01:15:00,20.42,0.0,13.704,8.936,16.933,12.076
2026-08-04 01:30:00,20.61,0.0,13.698,8.712,18.113,12.015
2026-08-04 01:45:00,20.83,0.0,13.653,9.045,15.961,12.156
2026-08-04 02:00:00,21.07,0.0,13.825,8.866,16.77,12.077
2026-08-04 02:15:00,21.35,0.0,13.827,8.746,17.791,12.111
2026-08-04 02:30:00,21.65,0.0,13.923,8.985,16.802,12.14
2026-08-04 02:45:00,21.99,0.0,13.968,8.944,17.234,12.146
2026-08-04 03:00:00,22.34,0.0,13.915,9.188,16.238,12.194
2026-08-04 03:15:00,22.73,0.0,14.006,9.075,17.35,12.131
2026-08-04 03:30:00,23.13,0.0,14.183,9.17,16.992,12.16
2026-08-04 03:45:00,23.56,0.0,14.249,9.07,17.89,12.154
2026-08-04 04:00:00,24.0,0.0,14.278,9.32,18.111,12.274
2026-08-04 04:15:00,24.46,0.0,14.372,9.163,19.176,12.324
2026-08-04 04:30:00,24.94,0.0,14.551,9.347,17.855,12.335
2026-08-04 04:45:00,25.43,0.0,14.49,9.713,17.765,12.438
2026-08-04 05:00:00,25.93,0.0,14.671,9.804,17.763,12.369
2026-08-04 05:15:00,26.44,0.0,14.703,9.849,17.472,12.442
2026-08-04 05:30:00,26.96,0.0,14.795,9.772,18.049,12.369
2026-08-04 05:45:00,27.48,0.0,14.994,9.973,17.699,12.444
2026-08-04 06:00:00,28.0,0.0,15.066,10.07,18.118,12.542
2026-08-04 06:15:00,28.52,3924.2,15.316,10.179,19.173,12.639
2026-08-04 06:30:00,29.04,7831.6,15.606,10.746,17.797,12.658
2026-08-04 06:45:00,29.56,11705.4,15.751,10.916,19.547,12.758
2026-08-04 07:00:00,30.07,15529.1,16.048,11.025,19.916,12.757
2026-08-04 07:15:00,30.57,19286.4,16.21,11.293,19.152,12.911
2026-08-04 07:30:00,31.06,22961.0,16.495,11.547,17.984,13.068
2026-08-04 07:45:00,31.54,26537.3,16.688,11.503,19.273,13.129
2026-08-04 08:00:00,32.0,30000.0,16.928,11.937,20.828,13.202
2026-08-04 08:15:00,32.44,33334.2,17.181,12.095,20.117,13.25
2026-08-04 08:30:00,32.87,36525.7,17.272,12.258,19.638,13.319
2026-08-04 08:45:00,33.27,39560.7,17.699,12.535,20.179,13.347
2026-08-04 09:00:00,33.66,42426.4,17.635,12.965,21.304,13.492
2026-08-04 09:15:00,34.01,45110.4,17.79,12.995,21.27,13.536
2026-08-04 09:30:00,34.35,47601.2,18.139,13.006,20.879,13.596
2026-08-04 09:45:00,34.65,49888.2,18.256,13.287,20.936,13.586
2026-08-04 10:00:00,34.93,51961.5,18.375,13.516,21.051,13.535
2026-08-04 10:15:00,35.17,53812.4,18.494,13.574,20.798,13.771
2026-08-04 10:30:00,35.39,55432.8,18.547,13.571,22.678,13.713
2026-08-04 10:45:00,35.58,56815.8,18.564,13.572,21.411,13.721
2026-08-04 11:00:00,35.73,57955.5,18.715,13.803,22.561,13.84
2026-08-04 11:15:00,35.85,58847.1,18.712,13.821,22.831,13.795
2026-08-04 11:30:00,35.93,59486.7,18.885,13.919,22.506,13.896
2026-08-04 11:45:00,35.98,59871.5,18.82,13.909,21.53,13.878
2026-08-04 12:00:00,36.0,60000.0,18.774,13.964,22.123,13.885
2026-08-04 12:15:00,35.98,59871.5,18.806,13.763,21.815,13.759
2026-08-04 12:30:00,35.93,59486.7,18.84,13.958,21.175,13.905
2026-08-04 12:45:00,35.85,58847.1,18.721,13.779,21.993,13.834
2026-08-04 13:00:00,35.73,57955.5,18.643,13.945,20.884,13.776
2026-08-04 13:15:00,35.58,56815.8,18.656,13.537,22.468,13.781
2026-08-04 13:30:00,35.39,55432.8,18.567,13.737,21.222,13.635
2026-08-04 13:45:00,35.17,53812.4,18.403,13.445,21.585,13.73
2026-08-04 14:00:00,34.93,51961.5,18.288,13.222,21.524,13.602
2026-08-04 14:15:00,34.65,49888.2,18.211,13.106,21.012,13.536
2026-08-04 14:30:00,34.35,47601.2,17.931,12.977,21.457,13.475
2026-08-04 14:45:00,34.01,45110.4,17.774,12.904,20.555,13.577
2026-08-04 15:00:00,33.66,42426.4,17.658,12.741,21.325,13.413
2026-08-04 15:15:00,33.27,39560.7,17.515,12.423,19.59,13.478
2026-08-04 15:30:00,32.87,36525.7,17.363,12.292,20.426,13.286
2026-08-04 15:45:00,32.44,33334.2,17.251,12.344,21.491,13.144
2026-08-04 16:00:00,32.0,30000.0,16.989,12.078,19.22,13.105
2026-08-04 16:15:00,31.54,26537.3,16.686,11.699,19.224,13.169
2026-08-04 16:30:00,31.06,22961.0,16.468,11.419,19.829,13.005
2026-08-04 16:45:00,30.57,19286.4,16.154,11.191,19.36,12.899
2026-08-04 17:00:00,30.07,15529.1,15.992,11.006,19.239,12.857
2026-08-04 17:15:00,29.56,11705.4,15.726,10.562,19.092,12.792
2026-08-04 17:30:00,29.04,7831.6,15.527,10.403,18.946,12.742
2026-08-04 17:45:00,28.52,3924.2,15.185,9.981,19.028,12.675
2026-08-04 18:00:00,28.0,0.0,15.042,9.975,18.287,12.478
2026-08-04 18:15:00,27.48,0.0,15.028,9.907,17.737,12.387
2026-08-04 18:30:00,26.96,0.0,14.803,9.675,18.283,12.409
2026-08-04 18:45:00,26.44,0.0,14.751,9.826,19.049,12.417
2026-08-04 19:00:00,25.93,0.0,14.683,9.395,17.534,12.312
2026-08-04 19:15:00,25.43,0.0,14.505,9.273,16.855,12.281
2026-08-04 19:30:00,24.94,0.0,14.467,9.385,18.224,12.328
2026-08-04 19:45:00,24.46,0.0,14.364,9.395,17.279,12.274
2026-08-04 20:00:00,24.0,0.0,14.288,9.385,15.759,12.25
2026-08-04 20:15:00,23.56,0.0,14.138,9.045,17.793,12.174
